ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Date and time of your visit,Does this house shows clear signs of housing decay conditions?,Roof,Exterior Walls,Front yard,Foundation,Roof Notes,Number of structures,Other - Number of structures,Occupancy status,Other - Occupancy status,Property type,Other - Property type,Number of stories (main structure),Current Use,Other - Current Use,Type of residential structure,Other - Type of residential structure,Does the property appear to be historic or have historic use?,Other - Does the property appear to be historic or have historic use?,Does the property shows “rascuache” elements?,Other - Does the property shows “rascuache” elements?,Foundation type,Other - Foundation type,Is there a basement?,Foundation Observations,Other - Foundation Observations,Assessment Score - Foundation,First floor height in feet,Roof type,Other roof system (please specify) - Roof type,Roof finishes,Roof material,Other - Roof material,Roof composition,Roof color,Assessment Score - Roof,Number of structures,Other - Number of structures,Describe the signs that make you suggest that this is an abandoned property,Does the property appear to be historic or have historic use?,Other - Does the property appear to be historic or have historic use?,Are there additional roof elements attached to the main roof structure?,Type of pitch roof,Other - Roof color,Gutters and downspouts,Other - Gutters and downspouts,Gutter conditions,Gutter Location,Elbows,Downspouts Location,Splash block or hard surface nearby downspouts,Adequate slope/outward slope or drainage nearby downspouts,Gutters and Downspouts - Observations,Other - Gutters and Downspouts - Observations,Gutters and Downspouts - Assessment score,Other - Are there additional roof elements attached to the main roof structure?,Other - Type of pitch roof,Wall Structure/Veneer,Other - Wall Structure/Veneer,"If paint layer added, specify the color","Other - If paint layer added, specify the color",Insulation,Walls overall Observations,Other - Walls overall Observations,Assessment score - Walls' structural integrity,Assessment score - Coating condition,Assessment score - Walls overall,Windows function,Other - Windows function,Windows appearance,Other - Windows appearance,Are there any missing windows?,Other - Are there any missing windows?,Windows type,Other - Windows type,Windows material,Window assembly,Other - Window assembly,"Window/façade ratio (North, East, South, West)",Additional Elements,Other - Additional Elements,Are the windows recycled?,Other - Are the windows recycled?,Windows Observations,Other - Windows Observations,Window condition - Assembly,Window condition - Frames,Window condition - Coating,Window assessment score - overall, Type of doors,Other -  Type of doors,Door materials,Other - Door materials,Other door elements,Other - Other door elements,Are there any recycled doors?,Other - Are there any recycled doors?,Doors Observations,Other - Doors Observations,Door condition - Structural Integrity,Door condition - coating,Door assessment score - overall,Type of system present,Other - Type of system present,What is the ratio of AC units to Windows?,Are there any signs of recent installation of mechanical systems?,Other - Are there any signs of recent installation of mechanical systems?,Mechanical Systems Observations,Other - Mechanical Systems Observations,Mechanical Systems Assessment Score - Overall,Fence type,Other - Fence type,Fence Observations,Fence assessment score,Hardscape type,Other - Hardscape type,Does hardscape allows for correct drainage?,Hardcape assessment score,Landscape type,Landscape - Number of trees,Landscape Observations,Other - Landscape Observations,Landscape assessment score,Rank the home elements that require attention from the highest to the lowest priority,Rate the overall home condition,Roof observations,Windows type ,Other - Windows type ,Fence Observations,Multiple separated structures ,Other - Roof observations,Respondent's Name,Other - Respondent's Name,Address ID Number,Are you able to survey this address?,Reason,x,y
198,912e9b3b-8705-4d30-b7f8-3e85c6a40b70,2/23/2024 11:47:26 PM,,3/5/2024 4:49:32 AM,esteban.lopezochoa_utsa,2/23/2024 11:20:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,Yes,,Pier and beam,,No,"Doors_and_windows_are_hard_to_o,Floors_are_sloping_(severe),Wood_siding_is_not_leveled_(sev,Cracks_on_walls_and_or_porch_(s,Water_leaks_(fair),Poor_drainage_around_the_house_",,Severe,0.5,Pitched,,,Asphalt_shingles,,100 asphalt,Light grey / Silver,Severe,Single structure,,,"Yes, historic with current hist",,,Gabble_Roof,,No,,,,,,,,"Inadequate_roof_drainage:_E.g._,No_gutters_downspouts_and_hard_,Ground_slope_goes_towards_the_h",,Severe,,,Wood_siding_(board_and_batten_/,,White/Whitish,,,"Holes_large_cracks_gaps_and_pen,Holes_cracks_breaks_(severe)",,Severe,Severe,Severe,Non-operable,,Cannot tell,,Yes,,,,Wood,other,No windows ,NA,,,,,Empty_casements_that_are_expose,,Severe,Severe,Severe,Severe,Solid exterior doors,,Wood,,other,NA,,,No_issues,,Fair,Good,Fair,None,,,No,,other,No mechanical systems,Disagree,Steel/Metal,,,Severe,Brick,,No,Severe,"Grass,Perennial_tree,Deciduous_tree",10,"Overgrown_grass/weeds_(severe),Indoor_furniture_or_appliances_",,Severe,"Foundations,Exterior_walls,Roof,Windows,Gutters_&_Downspouts,Mechanical_Systems,Fence,Landscape,Hardscape,Doors,Trees",1,"Large_portion_of_roof_missing/s,Missing_or_cracked_shingles_–_s",other,Covered,"Broken_or_missing_parts_(severe,Non-operable_(severe),Leaned_or_slanted_(severe)",,,Araceli Herrera,,511624,Yes,,-98.5204949688713,29.4218199930255
199,dde7b889-fcd8-45b4-94d7-602eff168b70,2/23/2024 11:51:47 PM,,2/23/2024 11:51:47 PM,,2/23/2024 10:44:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,Yes,,Pier and beam,,No,other,"Poorly covered around base of foundation, some leaning",Fair,2,Pitched,,,Asphalt_shingles,,"99% asphalt, small area with metal (likely because of drainage issues)",Dark (Grey/ Red/Blue/Brown),Fair,Single structure,,,"Yes, historic with current hist",,Porch,Hip_Roof,,No,,,,,,,,No_gutters_downspouts_and_hard_,,Severe,,,"Wood_siding_(board_and_batten_/,Mixed_Materials_(two_or_more_fr,other",,White/Whitish,,,"Localized_loose_or_rotting_mate,other",Addition at front of house has different siding than back of house,Fair,Fair,Fair,Cannot tell,,other,"Mix of both, new windows on addition at front, old at back",Cannot tell,,,,"Wood,Aluminium",Single pane,,"20% south, 20% east, 10% west, cannot see north","Shutters,Trims,Screens,Iron_Bars",,,,Isolated_damage_that_can_be_rep,,Fair,Fair,Good,Fair,Glazed doors,,Wood,,other,"Trim, iron bars ",,,other,"Cannot really see, two front doors, one seems newer other old but barred",Fair,Good,Fair,Window_AC_units,,2 to 9,No,,other,"Seen fine, maybe older ",Good,Wrought Iron,,,Good,other,Concrete and gravel,No,Fair,"Grass,Deciduous_tree",1,"Fountain,Art_work,Repurposed_seating",,Fair,"Roof,Gutters_&_Downspouts,Foundations,Exterior_walls,Landscape,Windows,Hardscape,Doors,Trees,Mechanical_Systems,Fence",6,"Missing_or_cracked_shingles_–_s,Roof_has_minor_issues_or_old_–_",Single-hung,,,,,,,,Yes,,-98.520591025483,29.421239001407
200,179a2aba-3744-4595-a9c3-d14c8bcbeb11,2/23/2024 11:52:05 PM,,3/5/2024 4:51:00 AM,esteban.lopezochoa_utsa,2/23/2024 11:01:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,"Floors_are_sloping_(severe),Wood_siding_is_not_leveled_(sev",,Fair,1.5,Pitched,,,Asphalt_shingles,,100% shingles ,Dark (Grey/ Red/Blue/Brown),Fair,Single structure,,,"Yes, historic with current hist",,Porch,Hip_Roof,,No,,,,,,,,"Ground_slope_goes_towards_the_h,No_gutters_downspouts_and_hard_",,Severe,,,Wood_siding_(board_and_batten_/,,other,Dark brown,,Localized_loose_or_rotting_mate,,Fair,Fair,Fair,Cannot tell,,other,"Mostly old, some new on rear addition ",No,,,,Wood,Single pane,,"20% west, 30% south, 30% north, 10% east","Shutters,Trims",,,,"Isolated_damage_that_can_be_rep,other",Foil covering front window (faces west) likely because it gets hot,Fair,Fair,Fair,Fair,Solid exterior doors,,Wood,,Iron gates,,,,Missing_or_chipped_paint_(fair),,Good,Fair,Fair,Window_AC_units,,2 to 9,Cannot tell,,"No_issues,other",Maybe a little old car seem fine,Fair,Chain-link,,,Severe,Concrete,,,,"Grass,Deciduous_tree",3,"Indoor_furniture_or_appliances_,No_issues",,Fair,"Gutters_&_Downspouts,Trees,Hardscape,Windows,Fence,Roof,Exterior_walls,Landscape,Doors,Mechanical_Systems,Foundations",6,Roof_has_minor_issues_or_old_–_,Single-hung,,"Leaned_or_slanted_(severe),Missing_or_chipped_paint_(fair)",,,Sarah Serpas,,1022012,Yes,,-98.5207050193643,29.4217329888705
201,3f4e96e9-966c-4c89-8eec-6e9dd886f2cb,2/23/2024 11:52:27 PM,,3/5/2024 5:19:42 AM,esteban.lopezochoa_utsa,2/23/2024 11:20:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,Yes,,other,Can’t really tell. Most likely pier and beam but unsure,No,"Water_leaks_(fair),Poor_drainage_around_the_house_",,Good,1.5,Pitched,,,Asphalt_shingles,,100% asphalt,Dark (Grey/ Red/Blue/Brown),Fair,Single structure,,,"Yes, historic property without",,Porch,Gabble_Roof,,No,,,,,,,,"No_gutters_downspouts_and_hard_,Localized_roof_drainage_issues_",,Severe,,,Stucco,,White/Whitish,,,Localized_loose_or_rotting_mate,,Fair,Fair,Fair,Non-operable,,Historic/Old,,other,Possibly - many are covered with siding to hold AC units,,,Wood,Single pane,,"30% north, 30% east 30% west ",Iron_Bars,,,,Empty_casements_that_are_expose,,Severe,Severe,Severe,Severe,Glazed doors,,Wood,,Iron gates,,,,Missing_or_chipped_paint_(fair),,Fair,Severe,Fair,HVAC,,2 to 7,No,,"No_issues,other","Maybe old, not attached super well into windows",Fair,Chain-link,,,Fair,Gravel,,Cannot tell,Fair,Grass,0,"Art_work,Fountain,Non-functioned_vehicles_(non-re,Indoor_furniture_or_appliances_,Repurposed_seating",,Fair,"Landscape,Hardscape,Windows,Doors,Gutters_&_Downspouts,Fence,Foundations,Trees,Roof,Mechanical_Systems,Exterior_walls",7,"Roof_has_minor_issues_or_old_–_,Missing_or_cracked_shingles_–_s",Single-hung,,Missing_or_chipped_paint_(fair),,,Sarah Serpas,,511626,Yes,,-98.5202890375388,29.421725374659
202,6125e434-b5d0-4811-ba0a-cb56f705404a,2/27/2024 4:15:37 PM,esteban.lopezochoa_utsa,2/27/2024 9:26:51 PM,esteban.lopezochoa_utsa,2/20/2024 4:59:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,Yes,,Pier and beam,,No,"Floors_are_sloping_(severe),Cracks_on_walls_and_or_porch_(s,Poor_drainage_around_the_house_",,Severe,2,Pitched,,,Asphalt_shingles,,Asphalt 100,Dark (Grey/ Red/Blue/Brown),Fair,Single structure,,,NA / Cannot tell,,,Crossed-gabled,,No,,,,,,,,"No_gutters_downspouts_and_hard_,Inadequate_roof_drainage:_E.g._",,Severe,,,Wood_siding_(board_and_batten_/,,White/Whitish,,,"Holes_large_cracks_gaps_and_pen,Holes_cracks_breaks_(severe)",,Severe,Severe,Severe,Operable,,other,"Mix of wood, aluminum and vinil",No,,,,"Vinyl,Aluminium,Wood",Single pane,,"30, 40, 30, 20","Screens,Iron_Bars",,,,Isolated_damage_that_can_be_rep,,Fair,Fair,Fair,Fair,Solid exterior doors,,Wood,,Screens,,,,No_issues,,Fair,Fair,Fair,Window_AC_units,,2-9,No,,No_issues,,Fair,Chain-link,,,Fair,Concrete,,,,Grass,1,Indoor_furniture_or_appliances_,,Fair,"Exterior_walls,Foundations,Windows,Gutters_&_Downspouts,Doors,Mechanical_Systems,Roof,Fence,Landscape,Hardscape,Trees",3,Roof_has_minor_issues_or_old_–_,Single-hung,,Broken_or_missing_parts_(severe,,,Esteban Lopez Ochoa,,511058,Yes,,-98.5134970017294,29.4239890200195
203,dd0c7644-c70d-4247-92ac-6646e2c524ef,2/27/2024 4:59:42 PM,,2/27/2024 4:59:42 PM,,2/27/2024 4:46:00 PM,,,,,,,,,Vacant (not in the market),,Single family home,,1,Residential,,Detached (standalone),,,,No,,Slab on grade,,No,"Floors_are_sloping_(severe),Doors_and_windows_are_hard_to_o",,Fair,0.5,Pitched,,,Asphalt_shingles,,100%,Dark (Grey/ Red/Blue/Brown),Fair,Single structure,,,"Yes, historic with current hist",,Porch,Hip_Roof,,No,,,,,,,,No_gutters_downspouts_and_hard_,,Severe,,,Wood_siding_(board_and_batten_/,,other,Yellowish/white,,Holes_large_cracks_gaps_and_pen,,Severe,Severe,Severe,Non-operable,,Historic/Old,,Yes,,,,Wood,Single pane,,"20%, 10%, 20%","Iron_Bars,Screens",,,,Empty_casements_that_are_expose,,Severe,Severe,Severe,Severe,Solid exterior doors,,Wood,,Screens,,,,"Non_operable_(severe),Missing_or_chipped_paint_(fair),Rooted_broken_or_missing_parts?",,Severe,Severe,Severe,Window_AC_units,,1-2,No,,Water_leaks_or_bad_odors_(fair),,Fair,Chain-link,,,Severe,Concrete,,,,Grass,0,No_issues,,Fair,"Exterior_walls,Landscape,Windows,Roof,Hardscape,Gutters_&_Downspouts,Fence,Doors,Foundations,Trees,Mechanical_Systems",3,Missing_or_cracked_shingles_–_s,Single-hung,,"Broken_or_missing_parts_(severe,Non-operable_(severe)",,,Ana Polanco,,643153,Yes,,-98.5204810149659,29.4201601712833
204,e193d85e-18ca-47fe-9a48-1b01bf76bb03,2/27/2024 5:17:46 PM,,2/27/2024 9:29:47 PM,esteban.lopezochoa_utsa,2/27/2024 4:50:00 PM,,,,,,,,,Vacant (not in the market),,Single family home,,1,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,No_issues,,Good,3,Pitched,,,Asphalt_shingles,,100% shingles ,Dark (Grey/ Red/Blue/Brown),Good,Single structure,,,"Yes, historic property without",,Porch,Gabble_Roof,,Yes,,,Some_roof_sides_have_gutters,No_elbows,Only_one_side_has_downspouts,Yes,Yes,No_issues,,Good,,,Wood_siding_(board_and_batten_/,,Dark Grey/Red/Blue,,,No_issues,,Good,Good,Good,Operable,,Modern/Recent,,No,,,,Vinyl,Single pane,,"40%E, 25%N; 25W, 10%S",other,Plywood for protection,,,No_issues,,Good,Good,Good,Good,Solid exterior doors,,Wood,,other,,,,No_issues,,Good,Good,Good,Cannot_tell,,,No,,other,None present,Fair,Chain-link,,,Fair,Brick,,Yes,Fair,Deciduous_tree,1,No_issues,,Good,"Hardscape,Fence,Landscape,Mechanical_Systems,Trees,Doors,Exterior_walls,Foundations,Gutters_&_Downspouts,Roof,Windows",9,"No_issues,other",Double-hung,,,,,Luissana Santibañez,,643126,Yes,,-98.5201629616863,29.4209170105955
205,2645bff0-40bf-4cad-aadb-db2d50021c72,2/27/2024 5:18:15 PM,,2/27/2024 5:18:15 PM,,2/27/2024 5:00:00 PM,,,,,,,,,Vacant (not in the market),,Single family home,,1,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,"Doors_and_windows_are_hard_to_o,Floors_are_sloping_(severe),Cracks_on_walls_and_or_porch_(s,Wood_siding_is_not_leveled_(sev",,Severe,1,Pitched,,,Wood_shingles,,100% ,Dark (Grey/ Red/Blue/Brown),Severe,Single structure,,,"Yes, historic property without",,,,,No,,,,,,,,No_gutters_downspouts_and_hard_,,Severe,,,Wood_siding_(board_and_batten_/,,White/Whitish,,,,,Severe,Severe,Severe,Non-operable,,other,Cerradas con madera,Yes,,,,Wood,other,No se puede determinar,,other,No se puede determinar,,,other,,Severe,Severe,Severe,Severe,other,No se puede determinar sera cerrada,Wood,,other,Cubierta / cerrada,,,Non_operable_(severe),,Severe,Severe,Severe,other,No se observa,,other,No se observa,other,No se observa,Disagree,Steel/Metal,,,Severe,other,Grams/ hierva,Cannot tell,Severe,Grass,0,Overgrown_grass/weeds_(severe),,Severe,"Exterior_walls,Roof,Mechanical_Systems,Windows,Fence,Landscape,Trees,Hardscape,Doors,Gutters_&_Downspouts,Foundations",2,"Large_portion_of_roof_missing/s,Missing_or_cracked_shingles_–_s",other,No se puréed determinar,Broken_or_missing_parts_(severe,,,Ana Polanco,,643150,Yes,,-98.52016799083,29.42012198708
206,9b09d930-de5e-4c0f-9e79-81f6d15261ef,2/27/2024 5:38:43 PM,,2/27/2024 5:38:43 PM,,2/27/2024 5:17:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,Yes,,Pier and beam,,No,"Doors_and_windows_are_hard_to_o,Cracks_on_walls_and_or_porch_(s",,Severe,2,Pitched,,,Asphalt_shingles,,100% shingles ,Dark (Grey/ Red/Blue/Brown),Fair,Single structure,,,"Yes, historic with current hist",,Porch,Crossed-gabled,,Yes,,Severe,Only_one_side_has_gutters,Some_roof_sides_have_elbows,Only_one_side_has_downspouts,Yes,No,No_gutters_downspouts_and_hard_,,Severe,,,Wood_siding_(board_and_batten_/,,Light Grey/Silver,,,"Holes_cracks_breaks_(severe),Holes_large_cracks_gaps_and_pen",,Severe,Severe,Severe,other,Mix of Oper and NotOperable,other,Mix of old ad new,Yes,,,,Vinyl,Double pane,,25E%; S25%; W40%; N 10%,Screens,,,,Empty_casements_that_are_expose,,Severe,Fair,Fair,Severe,Solid exterior doors,,Wood,,Screens,,,,other,Screens are older and worn ,Fair,Fair,Fair,Window_AC_units,,1-3,No,,Non-operable_(severe),,Fair,other,Mi of chapín link and wood,,Good,Gravel,,,Fair,"None,Deciduous_tree",2,No_issues,,Fair,"Foundations,Roof,Gutters_&_Downspouts,Exterior_walls,Windows,Trees,Landscape,Hardscape,Doors,Mechanical_Systems,Fence",6,Roof_has_minor_issues_or_old_–_,Double-hung,,,,,Luissana Santibañez,,,Yes,,-98.520854971614,29.420704990356
207,9f14bf19-2253-49fb-9951-c52bcef3573f,2/27/2024 5:44:05 PM,,2/27/2024 5:44:05 PM,,2/27/2024 4:28:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,"Doors_and_windows_are_hard_to_o,Floors_are_sloping_(severe),Leaning_chimney_and_leaning_win,Cracks_on_walls_and_or_porch_(s,Wood_siding_is_not_leveled_(sev",,Severe,1,Pitched,,,Asphalt_shingles,,100 asphalt shingles,Dark (Grey/ Red/Blue/Brown),Severe,Single structure,,,"Yes, historic with current hist",,other,Crossed-gabled,,No,,,,,,,,"No_gutters_downspouts_and_hard_,Inadequate_roof_drainage:_E.g._",,Severe,Addition in back with slant roof,,Wood_siding_(board_and_batten_/,,Dark Grey/Red/Blue,,,"Holes_cracks_breaks_(severe),Poorly_attached_exterior_siding",,Fair,Fair,Fair,Cannot tell,,Historic/Old,,No,,,,Wood,Single pane,,"30, 40, 10, 30",Iron_Bars,,,,Isolated_damage_that_can_be_rep,,Fair,Fair,,Fair,Solid exterior doors,,Vinyl,,Screens,,,,No_issues,,Good,Good,Good,"None,Window_AC_units",,1-3,No,,System_operable_with_loud/stran,,Fair,Chain-link,,,Fair,None,,,,"None,Grass",0,Overgrown_grass/weeds_(severe),,Fair,"Roof,Windows,Exterior_walls,Foundations,Doors,Mechanical_Systems,Trees,Landscape,Hardscape,Fence,Gutters_&_Downspouts",5,Roof_has_minor_issues_or_old_–_,Single-hung,,"Missing_or_chipped_paint_(fair),Leaned_or_slanted_(severe)",,,Michaela Dodd (student),,643128,Yes,,-98.5204686047754,29.4210596424403
208,f52268ff-6f08-459a-a08b-cc0d46ecbd46,2/27/2024 5:44:17 PM,,2/27/2024 5:44:17 PM,,2/27/2024 5:13:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,No,,Slab on grade,,No,"Cracks_on_walls_and_or_porch_(s,Wood_siding_is_not_leveled_(sev",,Fair,1,Pitched,,,Asphalt_shingles,,100% asphalt shingles ,Light grey / Silver,Severe,Single structure,,,"Yes, historic with current hist",,Porch,Gabble_Roof,,No,,,,,,,,"Localized_roof_drainage_issues_,Some_roof_attachments_need_repl",,Severe,,,"Wood_siding_(board_and_batten_/,Vinyl_Siding_",,White/Whitish,,,"Holes_cracks_breaks_(severe),Localized_loose_or_rotting_mate",,Fair,Fair,Fair,Cannot tell,,Historic/Old,,Cannot tell,,,,Aluminium,Single pane,,"20, 40, 10, 30",Iron_Bars,,,,Empty_casements_that_are_expose,,Severe,Severe,Fair,Severe,Solid exterior doors,,Vinyl,,other,None,,,No_issues,,Good,Good,Good,Window_AC_units,,1:2,No,,No_issues,,Disagree,Chain-link,,,Severe,Concrete,,,,Grass,0,"Indoor_furniture_or_appliances_,other",Debris piled up ,Severe,"Roof,Windows,Exterior_walls,Doors,Mechanical_Systems,Trees,Fence,Hardscape,Landscape,Gutters_&_Downspouts,Foundations",3,"Roof_has_minor_issues_or_old_–_,Missing_or_cracked_shingles_–_s",Single-hung,,Leaned_or_slanted_(severe),,,Michaela Dodd (student),,,Yes,,-98.5198922885951,29.4210284197653
209,ef4da5f5-5536-42c0-8d67-598505831b97,2/27/2024 5:52:39 PM,,2/27/2024 5:52:39 PM,,2/27/2024 5:36:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,Yes,,Pier and beam,,No,Poor_drainage_around_the_house_,,Fair,2,Pitched,,,Metal,,"Metal, 100% ",Light grey / Silver,Fair,Single structure,,,"Yes, historic with current hist",,"Porch,Canopies",Gabble_Roof,,No,,,,,,,,"Localized_roof_drainage_issues_,Some_roof_attachments_need_repl",,Fair,,,Wood_siding_(board_and_batten_/,,White/Whitish,,,No_issues,,Good,Good,Good,Operable,,Historic/Old,,No,,,,Wood,Single pane,,North 20% East 30% South 20% West 30% ,Shutters,,,,No_issues,,Good,Good,Good,Good,Solid exterior doors,,Wood,,Screens,,,,Missing_or_chipped_paint_(fair),,Fair,Fair,Fair,Window_AC_units,,2 for every 3 units ,Yes,,Water_leaks_or_bad_odors_(fair),,Fair,Chain-link,,,Good,Brick,,No,Fair,None,0,"No_issues,other",No green life. ,Fair,"Windows,Fence,Foundations,Roof,Doors,Exterior_walls,Landscape,Gutters_&_Downspouts,Hardscape,Mechanical_Systems,Trees",8,Roof_has_minor_issues_or_old_–_,"Single-hung,Double-hung",,,,,Juan Alvarez (student),,643155,Yes,,-98.5207834281945,29.4200169481612
210,e1d59e4c-bcd7-4f3d-98ef-6b4bcf48e00b,2/27/2024 6:00:28 PM,,3/6/2024 4:38:02 PM,esteban.lopezochoa_utsa,2/27/2024 4:45:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sarah Serpas,,643134,No,No home here ,-98.5200785308154,29.4205654816135
211,eb6459be-1a4a-4abd-b898-0330f8692708,2/27/2024 6:00:29 PM,,3/6/2024 4:29:39 PM,esteban.lopezochoa_utsa,2/27/2024 4:49:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sarah Serpas,,643127,No,New construction - container home. Could survey but noting this since it’s shown as a vacant lot on the property map. ,-98.5199338425513,29.4209941680085
212,6ef9bcda-1d04-4fcd-b003-aa5f46d28dee,2/27/2024 6:00:47 PM,,2/27/2024 8:19:04 PM,esteban.lopezochoa_utsa,2/27/2024 4:52:00 PM,,,,,,,,,Occupied,,Multifamily home,,1,Residential,,Detached (standalone),,,,Yes,,Pier and beam,,No,other,,Good,2,Pitched,,,Asphalt_shingles,,100% shingles,Dark (Grey/ Red/Blue/Brown),Fair,Multiple separated structures,,,"Yes, historic with current hist",,Porch,Hip_Roof,,Yes,,Fair,Some_roof_sides_have_gutters,Some_roof_sides_have_elbows,Some_roof_sides_have_downspouts,Yes,Yes,"Localized_roof_drainage_issues_,Some_roof_attachments_need_repl",,Fair,,,"Wood_siding_(board_and_batten_/,Vinyl_Siding_,Mixed_Materials_(two_or_more_fr",,other,Tan,,"Localized_loose_or_rotting_mate,Poorly_attached_exterior_siding",,Fair,Fair,Fair,Operable,,Modern/Recent,,No,,,,Aluminium,Double pane,,"20% north, 10% west, 20% east, 20% south","Trims,Screens",,,,Isolated_damage_that_can_be_rep,,Fair,Fair,Fair,Fair,Solid exterior doors,,Wood,,Iron gates,,,,No_issues,,Good,Good,Good,"Window_AC_units,other","Solar panels - installed by predatory solar company now trying to take lien of $20,000 on house",2 to 10,other,Solar panels ,other,Predatory solar company - now electric bill $300+ a month. Panels barely visible from street.,Fair,Wrought Iron,,,Fair,Concrete,,,,"Deciduous_tree,Grass,Established_landscape/shrubs",5,"Fountain,Art_work",,Fair,"Mechanical_Systems,Exterior_walls,Roof,Doors,Gutters_&_Downspouts,Hardscape,Landscape,Windows,Trees,Foundations,Fence",7,Roof_has_minor_issues_or_old_–_,Single-hung,,Missing_or_chipped_paint_(fair),3,,Sarah Serpas,,643129,Yes,,-98.5208170015913,29.4209479817285
213,eafdc809-4013-465b-8e4e-74776d321621,2/27/2024 6:00:50 PM,,3/6/2024 4:31:48 PM,esteban.lopezochoa_utsa,2/27/2024 5:28:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sarah Serpas,,643137,No,Empty lot,-98.5205399796913,29.4207020147795
214,5c1afddf-1785-4861-b4b1-66072c9b6a44,2/27/2024 6:00:50 PM,,3/6/2024 4:37:21 PM,esteban.lopezochoa_utsa,2/27/2024 5:29:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sarah Serpas,,643135,No,Empty lot,-98.5204180230003,29.4207090136685
215,516101ae-4019-4833-9367-dbcc3930e43c,2/27/2024 6:01:56 PM,,2/27/2024 8:17:24 PM,esteban.lopezochoa_utsa,2/27/2024 5:53:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,other,,Fair,1,Pitched,,,Metal,,100% metal,Light grey / Silver,Fair,Single structure,,,NA / Cannot tell,,"Porch,Canopies",Gabble_Roof,,No,,,,,,,,No_gutters_downspouts_and_hard_,,Severe,,,Wood_siding_(board_and_batten_/,,Dark Grey/Red/Blue,,,,,Good,Fair,Fair,Operable,,Cannot tell,,No,,,,"Wood,Aluminium",,,"20%, 20%, 20%","Trims,Screens",,,,No_issues,,Good,Good,Good,Good,Glazed doors,,Wood,,Screens,,,,No_issues,,Good,Good,Good,Window_AC_units,,1-3,Yes,,No_issues,,Good,Steel/Metal,,,Good,Concrete,,,,"Grass,Deciduous_tree",1,Art_work,,Good,"Roof,Gutters_&_Downspouts,Exterior_walls,Fence,Foundations,Trees,Landscape,Hardscape,Mechanical_Systems,Windows,Doors",8,Roof_has_minor_issues_or_old_–_,Single-hung,,,,,Allison Pineda (GRA),,643161,Yes,,-98.5204125177994,29.4200229529925
216,106a573b-c7a9-4397-976f-23e87fcb746b,2/27/2024 6:05:10 PM,,2/27/2024 6:05:10 PM,,2/27/2024 4:46:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haomin Quin (GRA),,511697,No,Church ,-98.516270992587,29.420472015357
