ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Date and time of your visit,Does this house shows clear signs of housing decay conditions?,Roof,Exterior Walls,Front yard,Foundation,Roof Notes,Number of structures,Other - Number of structures,Occupancy status,Other - Occupancy status,Property type,Other - Property type,Number of stories (main structure),Current Use,Other - Current Use,Type of residential structure,Other - Type of residential structure,Does the property appear to be historic or have historic use?,Other - Does the property appear to be historic or have historic use?,Does the property shows “rascuache” elements?,Other - Does the property shows “rascuache” elements?,Foundation type,Other - Foundation type,Is there a basement?,Foundation Observations,Other - Foundation Observations,Assessment Score - Foundation,First floor height in feet,Roof type,Other roof system (please specify) - Roof type,Roof finishes,Roof material,Other - Roof material,Roof composition,Roof color,Assessment Score - Roof,Number of structures,Other - Number of structures,Describe the signs that make you suggest that this is an abandoned property,Does the property appear to be historic or have historic use?,Other - Does the property appear to be historic or have historic use?,Are there additional roof elements attached to the main roof structure?,Type of pitch roof,Other - Roof color,Gutters and downspouts,Other - Gutters and downspouts,Gutter conditions,Gutter Location,Elbows,Downspouts Location,Splash block or hard surface nearby downspouts,Adequate slope/outward slope or drainage nearby downspouts,Gutters and Downspouts - Observations,Other - Gutters and Downspouts - Observations,Gutters and Downspouts - Assessment score,Other - Are there additional roof elements attached to the main roof structure?,Other - Type of pitch roof,Wall Structure/Veneer,Other - Wall Structure/Veneer,"If paint layer added, specify the color","Other - If paint layer added, specify the color",Insulation,Walls overall Observations,Other - Walls overall Observations,Assessment score - Walls' structural integrity,Assessment score - Coating condition,Assessment score - Walls overall,Windows function,Other - Windows function,Windows appearance,Other - Windows appearance,Are there any missing windows?,Other - Are there any missing windows?,Windows type,Other - Windows type,Windows material,Window assembly,Other - Window assembly,"Window/façade ratio (North, East, South, West)",Additional Elements,Other - Additional Elements,Are the windows recycled?,Other - Are the windows recycled?,Windows Observations,Other - Windows Observations,Window condition - Assembly,Window condition - Frames,Window condition - Coating,Window assessment score - overall, Type of doors,Other -  Type of doors,Door materials,Other - Door materials,Other door elements,Other - Other door elements,Are there any recycled doors?,Other - Are there any recycled doors?,Doors Observations,Other - Doors Observations,Door condition - Structural Integrity,Door condition - coating,Door assessment score - overall,Type of system present,Other - Type of system present,What is the ratio of AC units to Windows?,Are there any signs of recent installation of mechanical systems?,Other - Are there any signs of recent installation of mechanical systems?,Mechanical Systems Observations,Other - Mechanical Systems Observations,Mechanical Systems Assessment Score - Overall,Fence type,Other - Fence type,Fence Observations,Fence assessment score,Hardscape type,Other - Hardscape type,Does hardscape allows for correct drainage?,Hardcape assessment score,Landscape type,Landscape - Number of trees,Landscape Observations,Other - Landscape Observations,Landscape assessment score,Rank the home elements that require attention from the highest to the lowest priority,Rate the overall home condition,Roof observations,Windows type ,Other - Windows type ,Fence Observations,Multiple separated structures ,Other - Roof observations,Respondent's Name,Other - Respondent's Name,Address ID Number,Are you able to survey this address?,Reason,x,y
217,f3a49071-dbd0-416f-97b4-84bd0720da20,2/27/2024 6:05:32 PM,,2/27/2024 6:05:32 PM,,2/27/2024 4:50:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,No_issues,,Fair,3,Pitched,,,Asphalt_shingles,,Asphalt 100%,Dark (Grey/ Red/Blue/Brown),Fair,Multiple separated structures,,,"Yes, historic with current hist",,Porch,Crossed-gabled,,No,,,,,,,,No_gutters_downspouts_and_hard_,,Severe,,,Wood_siding_(board_and_batten_/,,White/Whitish,,,Localized_loose_or_rotting_mate,,Fair,Fair,Fair,Operable,,Modern/Recent,,No,,,,"Wood,Vinyl",Single pane,,"30%, 30%, 10%, 25%",Iron_Bars,,,,No_issues,,Fair,Fair,Good,Fair,Solid exterior doors,,Wood,,Iron gates,,,,No_issues,,Good,Fair,Fair,Window_AC_units,,1-4,No,,No_issues,,Fair,Chain-link,,,Good,Concrete,,,,"Grass,Deciduous_tree,Perennial_tree",2,Overgrown_grass/weeds_(severe),,Fair,"Exterior_walls,Gutters_&_Downspouts,Roof,Landscape,Foundations,Doors,Fence,Windows,Hardscape,Trees,Mechanical_Systems",7,No_issues,Single-hung,,,2,,Leticia Sánchez,,511721,Yes,,-98.515928005109,29.420506003974
218,94de9b01-7081-4f21-8315-3d4a6cc6d4b7,2/27/2024 6:05:54 PM,,2/27/2024 6:05:54 PM,,2/27/2024 5:12:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,Wood_siding_is_not_leveled_(sev,,Severe,2,Pitched,,,"Metal,Asphalt_shingles",,"Metal,50%; asphalt 50%",Dark (Grey/ Red/Blue/Brown),Fair,Single structure,,,"Yes, historic with current hist",,"Porch,Canopies",Crossed-gabled,,No,,,,,,,,No_gutters_downspouts_and_hard_,,Severe,,,Wood_siding_(board_and_batten_/,,other,Tan,,Holes_cracks_breaks_(severe),,Severe,Fair,Fair,Operable,,Modern/Recent,,No,,,,"Wood,Vinyl",Single pane,,"10%, 0%, 30%,50%",Iron_Bars,,,,No_issues,,Good,Fair,Fair,Fair,Glazed doors,,Wood,,Screens,,,,No_issues,,Fair,Fair,Fair,Window_AC_units,,1-3,No,,No_issues,,Fair,other,Chain link and iron gate ,,Fair,Concrete,,,,"Grass,Deciduous_tree",1,Overgrown_grass/weeds_(severe),,Fair,"Foundations,Roof,Exterior_walls,Landscape,Fence,Gutters_&_Downspouts,Mechanical_Systems,Doors,Windows,Hardscape,Trees",6,Roof_has_minor_issues_or_old_–_,Single-hung,,Missing_or_chipped_paint_(fair),,,Haomin Quin (GRA),,511699,Yes,,-98.516302005628,29.419891987657
219,e85e36db-c9de-468b-a39f-a791abbb54da,2/27/2024 6:06:03 PM,,2/27/2024 6:06:03 PM,,2/27/2024 5:57:00 PM,,,,,,,,,other,Vacant- possibly receiving renovations ,Single family home,,1,Residential,,Detached (standalone),,,,No,,Wall foundations,,No,"Doors_and_windows_are_hard_to_o,Wood_siding_is_not_leveled_(sev",,Severe,2,Pitched,,,Asphalt_shingles,,Asphalt Shingles 100%,Dark (Grey/ Red/Blue/Brown),Good,Single structure,,,"Yes, historic with current hist",,Porch,Gabble_Roof,,No,,,,,,,,Inadequate_roof_drainage:_E.g._,,Fair,,,Wood_siding_(board_and_batten_/,,Light Grey/Silver,,,"No_issues,Poorly_attached_exterior_siding",,Good,Good,Good,Non-operable,,Cannot tell,,Cannot tell,,,,"Wood,Vinyl",Single pane,,North 40% east 20% west 20% south 20%,"Trims,Screens",,,,Isolated_damage_that_can_be_rep,,Good,Good,Good,Good,Solid exterior doors,,Wood,,other,Solid ,,,No_issues,,Good,Good,Good,None,,,Cannot tell,,No_issues,,Fair,None,,,,Gravel,,No,Fair,None,1,No_issues,,Fair,"Doors,Windows,Exterior_walls,Mechanical_Systems,Trees,Landscape,Roof,Gutters_&_Downspouts,Hardscape,Foundations,Fence",9,No_issues,"Double-hung,Single-hung",,,,,Juan Alvarez (student),,643145,Yes,,-98.5205377715015,29.4205268146413
220,7e2bf05c-e32f-4fd9-8b45-a27ccbace44d,2/27/2024 6:06:11 PM,,2/27/2024 6:06:11 PM,,2/27/2024 5:36:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,No_issues,,Fair,2,Pitched,,,"Asphalt_shingles,other,Metal","House roof is asphalt, canopy is metal ","Metal, 10%; asphalt, 90%",Dark (Grey/ Red/Blue/Brown),Good,Multiple separated structures,,,"Yes, historic with current hist",,Canopies,Crossed-gabled,,No,,,,,,,,No_gutters_downspouts_and_hard_,,Severe,,,Wood_siding_(board_and_batten_/,,other,Red brown ,,Localized_loose_or_rotting_mate,,Fair,Good,Fair,Operable,,Modern/Recent,,No,,,,"Wood,Aluminium",Single pane,,"10%, 30%, 30%, West can not tell","Iron_Bars,Screens",,,,No_issues,,Good,Good,Good,Good,Solid exterior doors,,Wood,,other,Screen and iron gate ,,,No_issues,,Good,Good,Good,Window_AC_units,,1-3,No,,No_issues,,Good,other,"Chain link in the front, wood fence in the side and back ",,Fair,Concrete,,,,"Grass,Perennial_tree,Deciduous_tree",16,No_issues,,Good,"Exterior_walls,Fence,Gutters_&_Downspouts,Hardscape,Landscape,Trees,Foundations,Doors,Roof,Windows,Mechanical_Systems",8,No_issues,Single-hung,,Missing_or_chipped_paint_(fair),2,,Araceli Herrera,,511696,Yes,,-98.516250959838,29.420264982348
221,4725f010-bc45-43ee-a8c7-f4e10110ff8e,3/1/2024 10:24:55 PM,,3/4/2024 6:22:16 PM,esteban.lopezochoa_utsa,3/1/2024 10:21:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salomon Mendoza (student),,511904,No,Demolished ,-98.5246056174993,29.4208694976175
222,9874ac7c-5f0f-459b-bfdd-cd0f8cdab417,3/1/2024 10:32:38 PM,,3/1/2024 10:32:38 PM,,3/1/2024 10:19:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,No_issues,,Fair,2,Pitched,,,Asphalt_shingles,,"100%
",Light grey / Silver,Good,Multiple separated structures,,,NA / Cannot tell,,Porch,Gabble_Roof,,No,,,,,,,,No_gutters_downspouts_and_hard_,,Severe,,,Wood_siding_(board_and_batten_/,,Light Grey/Silver,,,No_issues,,Fair,Fair,Fair,Operable,,Historic/Old,,No,,,,Wood,Single pane,,"0%: N, 20%: E, 10%: S, 10%: W",,,,,No_issues,,Fair,Fair,Fair,Fair,Solid exterior doors,,Vinyl,,other,,,,No_issues,,Fair,Fair,Fair,Window_AC_units,,2,No,,other,Old unit,Fair,Chain-link,,,Fair,Stone/Flagstone,,No,Fair,Grass,2,No_issues,,Fair,"Mechanical_Systems,Hardscape,Trees,Windows,Exterior_walls,Gutters_&_Downspouts,Roof,Fence,Foundations,Landscape,Doors",5,No_issues,Single-hung,,,2,,Sam Rueda (student),,511665,Yes,,-98.519491990339,29.421164989202
223,dd32612d-b65f-436d-99f2-3724fbe1e814,3/1/2024 10:43:06 PM,,3/4/2024 5:30:09 PM,esteban.lopezochoa_utsa,3/1/2024 10:27:00 PM,,,,,,,,,Vacant (not in the market),,Single family home,,1,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,"Floors_are_sloping_(severe),Cracks_on_walls_and_or_porch_(s,Doors_and_windows_are_hard_to_o",,Severe,2,Pitched,,,Asphalt_shingles,,"Asphalt, 100%",Light grey / Silver,Severe,Single structure,,,"Yes, historic with current hist",,"Porch,Canopies",Gabble_Roof,,No,,,,,,,,No_gutters_downspouts_and_hard_,,Severe,,,Wood_siding_(board_and_batten_/,,Light Grey/Silver,,,Holes_cracks_breaks_(severe),,Fair,Severe,Severe,Non-operable,,Cannot tell,,Cannot tell,,,,Aluminium,other,Cannot tell,"10%,40%,10%, 40%",,,,,other,Windows boarded,Severe,Severe,Severe,Severe,Solid exterior doors,,Wood,,Screens,,,,Non_operable_(severe),,Fair,Good,Severe,None,,,No,,Non-operable_(severe),,Disagree,Chain-link,,,Fair,Concrete,,,,"Grass,Deciduous_tree,Perennial_tree",4,Indoor_furniture_or_appliances_,,Fair,"Roof,Foundations,Exterior_walls,Windows,Doors,Fence,Gutters_&_Downspouts,Trees,Mechanical_Systems,Hardscape,Landscape",3,Large_portion_of_roof_missing/s,other,Cannot tell,,,,Salomon Mendoza (student),,511915,Yes,,-98.5254820336223,29.4206459817565
224,7c4b687c-0d36-47cf-bd4f-d6ba7c4c4d32,3/1/2024 10:43:27 PM,,3/1/2024 10:43:27 PM,,3/1/2024 10:15:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,No_issues,,Fair,2,Pitched,,,Asphalt_shingles,,100,Dark (Grey/ Red/Blue/Brown),Fair,Multiple separated structures,,,"Yes, historic property without",,Porch,Gabble_Roof,,No,,,,,,,,No_gutters_downspouts_and_hard_,,Fair,,,"Wood_siding_(board_and_batten_/,Vinyl_Siding_",,Dark Grey/Red/Blue,,,"Holes_large_cracks_gaps_and_pen,Holes_cracks_breaks_(severe)",,Severe,Severe,Severe,Operable,,Modern/Recent,,No,,,,"Wood,Vinyl",Single pane,,"N 20%, W 10, E 10, S 50%",Iron_Bars,,,,No_issues,,Good,Good,Good,Good,Solid exterior doors,,Wood,,,,,,No_issues,,Good,Good,Good,"Window_AC_units,Fans_only_(if_visible)",,1-2,No,,No_issues,,Good,Wood_,,,Good,Gravel,,Yes,Good,Grass,2,Indoor_furniture_or_appliances_,,Fair,"Roof,Exterior_walls,Hardscape,Doors,Gutters_&_Downspouts,Windows,Fence,Foundations,Landscape,Trees,Mechanical_Systems",6,Large_portion_of_roof_missing/s,"Single-hung,Sliding_window",,,2,,other,René A González,493469,Yes,,-98.509995964593,29.415224985879
225,d7aa5b7a-8532-4071-81d7-7ae23aa32d82,3/1/2024 10:43:40 PM,,3/4/2024 7:07:33 PM,esteban.lopezochoa_utsa,3/1/2024 10:23:00 PM,,,,,,,,,Vacant (not in the market),,Single family home,,1,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,"Doors_and_windows_are_hard_to_o,Floors_are_sloping_(severe),Cracks_on_walls_and_or_porch_(s,Poor_drainage_around_the_house_",,Severe,1.5,Pitched,,,"Metal,Wood_shingles",,"Metal, 95%; Asphalt Shingles 5%.",Dark (Grey/ Red/Blue/Brown),Fair,Single structure,,,"Yes, historic property without",,,Gabble_Roof,,No,,,,,,,,"No_gutters_downspouts_and_hard_,Inadequate_roof_drainage:_E.g._,Ground_slope_goes_towards_the_h",,Severe,,,"Wood_siding_(board_and_batten_/,Stucco",,White/Whitish,,,"Holes_cracks_breaks_(severe),Holes_large_cracks_gaps_and_pen,Localized_loose_or_rotting_mate,Poorly_attached_exterior_siding",,Severe,Severe,Severe,Operable,,Historic/Old,,other,Windows covered up with more wooden siding,,,Wood,Single pane,,"5%, 0%, 0%, 0%","Iron_Bars,Screens",,,,"Empty_casements_that_are_expose,Isolated_damage_that_can_be_rep",,Severe,Severe,Severe,Severe,Solid exterior doors,,Wood,,Iron gates,,,,"Rooted_broken_or_missing_parts?,Missing_or_chipped_paint_(fair)",,Severe,Severe,Severe,Window_AC_units,,1-1,No,,other,Looks older but not damaged or anything,Fair,Chain-link,,,Fair,Gravel,,No,Fair,Grass,3,Dead/rotten_trees_(severe),,Severe,"Exterior_walls,Gutters_&_Downspouts,Foundations,Trees,Doors,Windows,Hardscape,Roof,Landscape,Mechanical_Systems,Fence",4,other,Double-hung,,Missing_or_chipped_paint_(fair),,Metal portion is rusted ,Piotr Cholodecki (student),,511970,Yes,,-98.5261625955799,29.4203657530851
226,71fac0cb-f83b-4119-998f-2260739ac90c,3/1/2024 10:44:12 PM,,3/1/2024 10:44:12 PM,,3/1/2024 10:33:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,No_issues,,Fair,0,Pitched,,,Asphalt_shingles,,100% asphalt,Dark (Grey/ Red/Blue/Brown),Good,Single structure,,,"Yes, historic property without",,,Gabble_Roof,,No,,,,,,,,No_issues,,Severe,,,Wood_siding_(board_and_batten_/,,Light Grey/Silver,,,"Holes_large_cracks_gaps_and_pen,Holes_cracks_breaks_(severe),Localized_loose_or_rotting_mate,Poorly_attached_exterior_siding",,Severe,Severe,Severe,Cannot tell,,Modern/Recent,,Yes,,,,Vinyl,Single pane,,,Iron_Bars,,,,Empty_casements_that_are_expose,,Severe,Fair,Fair,Fair,Glazed doors,,Vinyl,,Iron gates,,,,No_issues,,Good,Good,Good,Window_AC_units,,1-2,No,,No_issues,,Fair,Chain-link,,,Fair,Gravel,,Yes,Fair,Grass,0,"Overgrown_grass/weeds_(severe),Indoor_furniture_or_appliances_",,Fair,"Mechanical_Systems,Windows,Exterior_walls,Gutters_&_Downspouts,Foundations,Fence,Roof,Landscape,Hardscape,Doors,Trees",6,No_issues,Single-hung,,,,,Sophia Wilson (student),,511669,Yes,,-98.5190108057058,29.4210060156536
227,a0da0153-3430-44d4-9290-e33e1eabfae2,3/1/2024 10:47:41 PM,Skylar.Joiner_utsa,3/4/2024 5:20:59 PM,esteban.lopezochoa_utsa,3/1/2024 10:17:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,No,,Slab on grade,,No,"Doors_and_windows_are_hard_to_o,Poor_drainage_around_the_house_",,Severe,2,Pitched,,,Asphalt_shingles,,100% asphalt shingles,Dark (Grey/ Red/Blue/Brown),Good,Single structure,,,"Yes, historic with current hist",,,Gabble_Roof,,No,,,,,,,,"No_gutters_downspouts_and_hard_,Ground_slope_goes_towards_the_h",,Severe,,,Wood_siding_(board_and_batten_/,,White/Whitish,,,Localized_loose_or_rotting_mate,,Fair,Severe,Fair,Non-operable,,Historic/Old,,No,,,,Wood,Single pane,,"30%, 10%, N/A, 25%","Iron_Bars,Screens,Trims,Shutters",,,,Isolated_damage_that_can_be_rep,,Fair,Fair,Severe,Fair,Solid exterior doors,,Wood,,Screens,,,,No_issues,,Good,Good,Good,HVAC,,1-6,No,,other,"The sides don’t have insulation, so rain water could seep in",Disagree,Chain-link,,,Fair,None,,,,Grass,1,Overgrown_grass/weeds_(severe),,Severe,"Gutters_&_Downspouts,Mechanical_Systems,Landscape,Windows,Exterior_walls,Fence,Hardscape,Roof,Foundations,Trees,Doors",6,No_issues,Double-hung,,,,,Skylar Joiner (student),,511821,Yes,,-98.5227455204144,29.4212728255247
228,157df44e-3e62-48bc-9d79-9d27bb0b5636,3/1/2024 10:50:53 PM,,3/1/2024 10:50:53 PM,,3/1/2024 10:35:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,Yes,,other,,No,"Cracks_on_walls_and_or_porch_(s,Wood_siding_is_not_leveled_(sev",,Severe,1,Pitched,,,Asphalt_shingles,,100%,Dark (Grey/ Red/Blue/Brown),Fair,Single structure,,,"Yes, historic with current hist",,"Canopies,Porch",Gabble_Roof,,Yes,,Severe,No_gutters,No_elbows,,,No,No_gutters_downspouts_and_hard_,,Severe,,,Wood_siding_(board_and_batten_/,,other,tan / orangish,,"Poorly_attached_exterior_siding,Holes_large_cracks_gaps_and_pen",,Severe,Severe,Severe,Operable,,Historic/Old,,Cannot tell,,,,Wood,Single pane,,,Shutters,,,,Isolated_damage_that_can_be_rep,,Fair,Fair,Fair,Fair,Glazed doors,,Wood,,Screens,,,,other,cannot tell,Fair,Fair,Fair,Cannot_tell,,,No,,other,cannot tell ,Fair,Wood_,,,,None,,,,Established_landscape/shrubs,2,Indoor_furniture_or_appliances_,,Fair,"Exterior_walls,Hardscape,Foundations,Landscape,Trees,Fence,Doors,Windows,Mechanical_Systems,Gutters_&_Downspouts,Roof",5,Roof_has_minor_issues_or_old_–_,Single-hung,,"Broken_or_missing_parts_(severe,Leaned_or_slanted_(severe)",,,Allison Pineda (GRA),,511914,Yes,,-98.5253970167806,29.4205129089238
229,89c76e3c-8acd-4929-943c-7f6fa63f6dfe,3/1/2024 10:59:20 PM,,3/4/2024 6:27:38 PM,esteban.lopezochoa_utsa,3/1/2024 10:50:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,Yes,,Pier and beam,,Yes,No_issues,,Fair,1,Pitched,,,Metal,,100%,other,Fair,Single structure,,,NA / Cannot tell,,Porch,Gabble_Roof,,No,,,,,,,,No_gutters_downspouts_and_hard_,,Severe,,,Wood_siding_(board_and_batten_/,,,,,Poorly_attached_exterior_siding,,Fair,Fair,Fair,Operable,,Historic/Old,,Cannot tell,,,,Wood,Single pane,,,Iron_Bars,,,,Isolated_damage_that_can_be_rep,,Fair,Fair,Fair,Fair,Glazed doors,,Wood,,Screens,,,,other,,Fair,Fair,Fair,Cannot_tell,,,Cannot tell,,No_issues,,Fair,Chain-link,,,Fair,Gravel,,Cannot tell,Fair,None,0,No_issues,,Fair,"Exterior_walls,Mechanical_Systems,Gutters_&_Downspouts,Hardscape,Doors,Windows,Foundations,Fence,Landscape,Roof,Trees",5,No_issues,Single-hung,,,,,Allison Pineda (GRA),,511913,Yes,,-98.5252495070878,29.4205363949747
230,d2ab0e7a-fd27-4ffd-a519-e2cd45839345,3/1/2024 11:01:30 PM,,3/4/2024 4:38:59 PM,esteban.lopezochoa_utsa,3/1/2024 10:44:00 PM,,,,,,,,,other,Church ,other,Church,1,other,Church,,,,,,,Slab on grade,,No,No_issues,,Good,3,Pitched,,,Asphalt_shingles,,100 %,Light grey / Silver,Good,Single structure,,,"Yes, historic property without",,other,,,No,,,,,,,,other,No tiene,Severe,N/A,,"Stucco,Wood_siding_(board_and_batten_/",,other,Beige,,,,Good,Good,Good,Operable,,Modern/Recent,,other,Solo tiene una ventana,,,Aluminium,Single pane,,N:10,,,,,No_issues,,Good,Good,Good,Good,Solid exterior doors,,Vinyl,,,,,,No_issues,,Good,Good,Good,"Mini-split,Window_AC_units,HVAC",,2-1,Yes,,No_issues,,Good,Steel/Metal,,,Good,Concrete,,,,None,0,other,Todo Cemento ,Fair,"Hardscape,Windows,Gutters_&_Downspouts,Trees,Landscape,Fence,Doors,Exterior_walls,Foundations,Mechanical_Systems,Roof",8,No_issues,Single-hung,,,,,Ana Polanco,,511670,Yes,,-98.5188200131593,29.4210950003095
231,117ac4dc-e6e7-4656-8558-c2c4a40023e7,3/1/2024 11:02:35 PM,,3/1/2024 11:02:35 PM,,3/1/2024 11:01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allison Pineda (GRA),,511875,No,fenced in lot with bail bonds sign ,-98.5241540916272,29.420390087195
232,3be2c729-3108-46db-9af7-38df31b28117,3/1/2024 11:02:52 PM,,3/4/2024 5:59:00 PM,esteban.lopezochoa_utsa,3/1/2024 11:02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salomon Mendoza (student),,511860,No,Demolished,-98.5235736251853,29.4203571854285
233,c5b001b1-729d-4157-a1bd-d2a77e70572a,3/1/2024 11:06:32 PM,,3/1/2024 11:06:32 PM,,3/1/2024 10:48:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,"Floors_are_sloping_(severe),Cracks_on_walls_and_or_porch_(s,Wood_siding_is_not_leveled_(sev",,Severe,2,Pitched,,,Asphalt_shingles,,100% asphalt,Light grey / Silver,Severe,Multiple separated structures,,,Not historic (if built after 19,,Porch,Gabble_Roof,,No,,,,,,,,No_gutters_downspouts_and_hard_,,Severe,,,"Wood_siding_(board_and_batten_/,Metal/Metal_Siding",,other,Whiteish and red,,"Holes_cracks_breaks_(severe),Localized_loose_or_rotting_mate",,Severe,Severe,Severe,Non-operable,,Historic/Old,,No,,,,Wood,Single pane,,"20 W, 20E, S20",Iron_Bars,,,,Isolated_damage_that_can_be_rep,,Fair,Severe,Severe,Fair,Solid exterior doors,,Vinyl,,Iron gates,,,,No_issues,,Good,Good,Good,"Cannot_tell,None",,0,No,,No_issues,,Fair,Chain-link,,,Severe,Gravel,,No,Severe,"Grass,Deciduous_tree,Perennial_tree",8,"Non-functioned_vehicles_(non-re,Repurposed_seating,Dead/rotten_trees_(severe),Overgrown_grass/weeds_(severe)",,Severe,"Roof,Mechanical_Systems,Foundations,Exterior_walls,Gutters_&_Downspouts,Landscape,Doors,Fence,Trees,Hardscape,Windows",2,"Large_portion_of_roof_missing/s,Missing_or_cracked_shingles_–_s",Single-hung,,Leaned_or_slanted_(severe),2,,Kenya Felder (GRA),,493449,Yes,,-98.509977021492,29.413848006825
234,d6533b16-918c-4426-b84a-1f5bb2188298,3/1/2024 11:10:44 PM,esteban.lopezochoa_utsa,3/4/2024 6:47:46 PM,esteban.lopezochoa_utsa,3/1/2024 10:57:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,Yes,,Pier and beam,,No,"Doors_and_windows_are_hard_to_o,Floors_are_sloping_(severe),Cracks_on_walls_and_or_porch_(s,Wood_siding_is_not_leveled_(sev,Poor_drainage_around_the_house_",,Severe,1,Pitched,,,"Asphalt_shingles,Metal",,"90, asphalt; 10, metal",Light grey / Silver,Fair,Single structure,,,"Yes, historic with current hist",,"Porch,Canopies",Gabble_Roof,,No,,,,,,,,"No_gutters_downspouts_and_hard_,Inadequate_roof_drainage:_E.g._,Ground_slope_goes_towards_the_h",,Severe,,,Wood_siding_(board_and_batten_/,,White/Whitish,,,"Holes_large_cracks_gaps_and_pen,Holes_cracks_breaks_(severe)",,Severe,Severe,Severe,Cannot tell,,Historic/Old,,Yes,,,,Aluminium,Single pane,,"20, 35, 20, 35",Screens,,,,Isolated_damage_that_can_be_rep,,Fair,Severe,Severe,Severe,Solid exterior doors,,Vinyl,,,,,,No_issues,,Fair,Fair,Fair,Window_AC_units,,2-8,No,,other,Old,Fair,Chain-link,,,Fair,Concrete,,,,"Established_landscape/shrubs,Perennial_tree",4,"Overgrown_grass/weeds_(severe),Art_work",,Fair,"Foundations,Gutters_&_Downspouts,Hardscape,Exterior_walls,Windows,Doors,Roof,Mechanical_Systems,Fence,Trees,Landscape",4,Roof_has_minor_issues_or_old_–_,Single-hung,,,,,Esteban Lopez Ochoa,,511837,Yes,,-98.5227450069593,29.4209080000505
235,bde04cd2-e251-4ba4-8443-28afec4e5934,3/1/2024 11:11:49 PM,,3/4/2024 5:11:48 PM,esteban.lopezochoa_utsa,3/1/2024 10:53:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,Yes,,Slab on grade,,No,No_issues,,Good,1,Pitched,,,Asphalt_shingles,,Metal 5%; Asphalt Shingles 95%,Dark (Grey/ Red/Blue/Brown),Good,Multiple separated structures,,,"Yes, historic property without",,"Canopies,Porch",Gabble_Roof,,No,,,,,,,,other,"No gutters, but is hardscaped around the foundation",Fair,,,Wood_siding_(board_and_batten_/,,Light Grey/Silver,,,No_issues,,Good,Good,Good,Operable,,other,"Some new, some older but not too old",No,,,,Wood,Double pane,,"10%, 25%, 20%, 10%",Screens,,,,Isolated_damage_that_can_be_rep,,Fair,Good,Good,Good,Glazed doors,,Wood,,other,None,,,No_issues,,Good,Good,Good,Window_AC_units,,3-13,other,"No explicit signs, but some of the units look relatively new",No_issues,,Good,other,Chain link and wooden,,Good,other,Both gravel and concrete,,,"Grass,Established_landscape/shrubs,Deciduous_tree",2,"Art_work,No_issues",,Good,"Gutters_&_Downspouts,Foundations,Windows,Mechanical_Systems,Doors,Hardscape,Trees,Landscape,Roof,Exterior_walls,Fence",8,No_issues,Single-hung,,,2,,Piotr Cholodecki (student),,511965,Yes,,-98.5266996484909,29.4201387789591
236,1f47b887-fc1b-4e89-8372-e102aa76227d,3/1/2024 11:13:20 PM,,3/1/2024 11:13:20 PM,,3/1/2024 11:10:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,René A González ,493475,No,Unable to access house,-98.51000635133,29.415141161099
